  cell  ,E,W,N,S
"(74, 3)",1,0,1,0
"(75, 3)",0,1,0,1
"(76, 3)",0,1,1,1
"(77, 3)",0,0,1,0
"(78, 3)",0,1,0,1
"(79, 3)",1,1,1,0
"(80, 3)",0,1,0,1
"(81, 3)",1,0,1,0
"(82, 3)",1,1,0,0
"(83, 3)",1,1,0,0
"(84, 3)",0,1,0,1
"(85, 3)",1,0,1,0
"(86, 3)",1,0,0,1
"(87, 3)",0,1,1,0
"(88, 3)",1,1,0,0
"(89, 3)",1,0,0,1
"(90, 3)",0,1,1,0
"(91, 3)",1,0,0,0
"(92, 3)",1,1,0,0
"(93, 3)",1,0,0,1
"(94, 3)",0,1,1,0
"(95, 3)",1,1,0,0
"(96, 3)",0,1,0,1
"(97, 3)",0,0,1,1
"(98, 3)",0,0,1,1
"(99, 3)",1,1,1,0
"(100, 3)",1,0,0,1
"(101, 3)",0,0,1,1
"(102, 3)",0,1,1,0
"(103, 3)",1,1,0,0
"(104, 3)",1,0,0,0
"(105, 3)",1,1,0,0
"(106, 3)",0,1,0,0
"(107, 3)",1,1,0,1
"(108, 3)",0,0,1,0
"(109, 3)",1,0,0,1
"(110, 3)",0,1,1,0
"(111, 3)",0,0,0,1
"(112, 3)",0,1,1,1
"(113, 3)",0,0,1,1
"(114, 3)",0,1,1,0
"(115, 3)",1,0,0,1
"(116, 3)",1,1,1,0
"(117, 3)",0,1,0,1
"(118, 3)",0,0,1,0
"(119, 3)",0,1,0,1
"(120, 3)",1,0,1,0
"(121, 3)",1,0,0,1
"(122, 3)",1,0,1,1
"(123, 3)",1,1,1,0
"(124, 3)",0,0,0,1
"(125, 3)",1,0,1,0
"(126, 3)",0,1,0,1
"(127, 3)",0,1,1,0
"(128, 3)",1,1,0,0
"(129, 3)",0,0,0,1
"(130, 3)",0,1,1,1
"(131, 3)",0,1,1,0
"(132, 3)",1,0,0,1
"(133, 3)",0,0,1,1
"(134, 3)",0,1,1,0
"(135, 3)",0,1,0,1
"(136, 3)",0,0,1,1
"(137, 3)",1,0,1,0
"(138, 3)",1,0,0,1
"(139, 3)",0,1,1,0
"(140, 3)",0,1,0,0
"(141, 3)",1,0,0,1
"(142, 3)",0,1,1,0
"(143, 3)",1,1,0,0
"(144, 3)",1,0,0,1
"(145, 3)",0,1,1,0
"(146, 3)",1,0,0,1
"(147, 3)",0,1,1,0
"(148, 3)",0,0,0,1
"(149, 3)",0,1,1,0
"(150, 3)",1,1,0,0
"(151, 3)",0,1,0,1
"(152, 3)",0,0,1,1
"(153, 3)",0,1,1,0
"(154, 3)",1,0,0,1
"(155, 3)",0,1,1,0
"(156, 3)",1,1,0,0
"(157, 3)",1,0,0,1
"(158, 3)",0,1,1,0
"(159, 3)",1,1,0,0
"(160, 3)",1,1,0,0
"(161, 3)",0,1,0,1
"(162, 3)",0,1,1,0
"(163, 3)",0,0,0,1
"(164, 3)",0,1,1,1
"(165, 3)",1,1,1,0
"(166, 3)",1,1,0,0
"(167, 3)",1,0,0,1
"(168, 3)",1,1,1,0
"(169, 3)",1,1,0,1
"(170, 3)",0,1,1,0
"(171, 3)",1,1,0,0
"(172, 3)",1,1,0,1
"(173, 3)",0,1,1,0
"(174, 3)",1,1,0,0
"(175, 3)",1,1,0,0
"(176, 3)",0,1,0,0
"(177, 3)",1,0,0,1
"(178, 3)",0,1,1,1
"(179, 3)",0,0,1,0
"(180, 3)",1,1,0,0
"(181, 3)",0,1,0,1
"(182, 3)",0,0,1,1
"(183, 3)",0,0,1,1
"(184, 3)",0,1,1,0
"(185, 3)",1,0,0,0
"(186, 3)",1,0,0,1
"(187, 3)",1,0,1,0
"(188, 3)",1,1,0,1
"(189, 3)",1,0,1,0
"(190, 3)",1,1,0,0
"(191, 3)",1,1,0,0
"(192, 3)",1,0,0,1
"(193, 3)",0,0,1,1
"(194, 3)",1,0,1,0
"(195, 3)",1,0,0,1
"(196, 3)",0,0,1,1
"(197, 3)",0,1,1,0
"(198, 3)",1,0,0,1
"(199, 3)",0,0,1,1
"(200, 3)",1,0,1,0
"(201, 3)",1,1,0,0
"(202, 3)",0,0,0,1
"(203, 3)",1,0,1,1
"(204, 3)",0,1,1,0
"(205, 3)",1,0,0,0
"(206, 3)",1,1,0,0
"(207, 3)",0,1,0,1
"(208, 3)",1,0,1,0
"(209, 3)",0,1,0,1
"(210, 3)",1,0,1,0
"(211, 3)",1,0,0,0
"(212, 3)",1,1,0,0
"(213, 3)",0,1,0,1
"(214, 3)",1,0,1,0
"(215, 3)",1,1,0,1
"(216, 3)",1,0,1,0
"(217, 3)",0,1,0,0
"(218, 3)",1,1,0,1
"(219, 3)",0,0,1,0
"(220, 3)",0,1,0,1
"(221, 3)",0,0,1,1
"(222, 3)",1,0,1,0
"(223, 3)",0,1,0,1
"(224, 3)",1,0,1,0
"(225, 3)",1,0,0,1
"(226, 3)",0,0,1,1
"(227, 3)",0,0,1,1
"(228, 3)",0,0,1,1
"(229, 3)",0,1,1,1
"(230, 3)",1,0,1,0
"(231, 3)",1,0,0,1
"(232, 3)",0,1,1,0
"(233, 3)",0,1,0,1
"(234, 3)",1,0,1,0
"(235, 3)",1,0,0,1
"(236, 3)",0,1,1,0
"(237, 3)",1,1,0,0
"(238, 3)",0,1,0,1
"(239, 3)",0,0,1,1
"(240, 3)",0,0,1,1
"(241, 3)",1,1,1,0
"(242, 3)",0,1,0,1
"(243, 3)",1,0,1,0
"(244, 3)",1,1,0,0
"(245, 3)",1,0,0,1
"(246, 3)",1,0,1,0
"(247, 3)",0,1,0,1
"(248, 3)",0,0,1,1
"(249, 3)",0,0,1,1
"(250, 3)",1,0,1,0
"(251, 3)",1,1,0,0
"(252, 3)",1,0,0,1
"(253, 3)",0,0,1,0
"(254, 3)",1,0,0,1
"(255, 3)",0,1,1,0
"(256, 3)",1,1,0,0
"(257, 3)",0,0,0,1
"(258, 3)",0,1,1,1
"(259, 3)",0,1,1,0
"(260, 3)",0,1,0,1
"(261, 3)",1,0,1,0
"(262, 3)",0,1,0,1
"(263, 3)",0,0,1,1
"(264, 3)",0,1,1,0
"(265, 3)",0,1,0,1
"(266, 3)",0,0,1,1
"(267, 3)",0,0,1,1
"(268, 3)",1,0,1,0
"(269, 3)",1,1,0,0
"(270, 3)",1,0,0,1
"(271, 3)",0,1,1,0
"(272, 3)",0,1,0,1
"(273, 3)",1,0,1,0
"(274, 3)",0,1,0,1
"(275, 3)",1,0,1,0
"(276, 3)",1,1,0,0
"(277, 3)",0,1,0,1
"(278, 3)",0,0,1,1
"(279, 3)",0,0,1,1
"(280, 3)",1,0,1,0
"(281, 3)",0,1,0,0
"(282, 3)",1,0,0,1
"(283, 3)",0,1,1,0
"(284, 3)",0,1,0,1
"(285, 3)",0,0,1,1
"(286, 3)",1,0,1,0
"(287, 3)",0,1,0,0
"(288, 3)",0,1,0,1
"(289, 3)",0,0,1,1
"(290, 3)",1,0,1,0
"(291, 3)",1,0,0,1
"(292, 3)",0,1,1,0
"(293, 3)",1,1,0,0
"(294, 3)",1,1,0,0
"(295, 3)",1,0,0,1
"(296, 3)",0,0,1,1
"(297, 3)",0,0,1,1
"(298, 3)",0,0,1,1
"(299, 3)",0,1,1,0
"(300, 3)",0,0,0,1
"(301, 3)",0,1,1,1
"(302, 3)",1,0,1,0
"(303, 3)",0,1,0,1
"(304, 3)",1,0,1,0
"(305, 3)",0,1,0,1
"(306, 3)",1,0,1,0
"(307, 3)",0,1,0,1
"(308, 3)",0,1,1,0
"(309, 3)",1,0,0,1
"(310, 3)",0,0,1,1
"(311, 3)",1,0,1,1
"(312, 3)",0,1,1,0
"(313, 3)",0,1,0,1
"(314, 3)",0,0,1,1
"(315, 3)",1,0,1,0
"(316, 3)",1,1,0,0
"(317, 3)",1,1,0,1
"(318, 3)",0,0,1,0
"(319, 3)",0,1,0,1
"(320, 3)",0,0,1,1
"(321, 3)",0,0,1,1
"(322, 3)",1,1,1,0
"(323, 3)",1,1,0,0
"(324, 3)",1,1,0,0
"(325, 3)",1,0,0,0
"(326, 3)",1,0,0,1
"(327, 3)",0,1,1,0
"(328, 3)",1,0,0,1
"(329, 3)",0,0,1,1
"(330, 3)",0,1,1,0
"(331, 3)",1,0,0,1
"(332, 3)",0,0,1,1
"(333, 3)",1,0,1,1
"(334, 3)",0,1,1,0
"(335, 3)",0,1,0,0
"(336, 3)",1,1,0,0
"(337, 3)",1,1,0,0
"(338, 3)",1,0,0,1
"(339, 3)",0,0,1,1
"(340, 3)",1,0,1,0
"(341, 3)",0,1,0,1
"(342, 3)",0,0,1,1
"(343, 3)",1,0,1,0
"(344, 3)",0,1,0,0
"(345, 3)",1,0,0,1
"(346, 3)",1,0,1,0
"(347, 3)",0,1,0,0
"(348, 3)",1,1,0,0
"(349, 3)",1,0,0,1
"(350, 3)",0,0,1,1
"(351, 3)",1,0,1,0
"(352, 3)",1,0,0,1
"(353, 3)",0,1,1,0
"(354, 3)",1,1,0,0
"(355, 3)",0,1,0,1
"(356, 3)",0,0,1,1
"(357, 3)",1,0,1,0
"(358, 3)",1,0,0,1
"(359, 3)",0,1,1,0
"(360, 3)",0,1,0,1
"(361, 3)",0,1,1,0
"(362, 3)",1,0,0,1
"(363, 3)",0,1,1,0
"(364, 3)",1,1,0,0
"(365, 3)",0,0,0,1
"(366, 3)",0,1,1,0
"(367, 3)",1,1,0,0
"(368, 3)",0,1,0,1
"(369, 3)",0,0,1,1
"(370, 3)",0,1,1,0
"(371, 3)",0,1,0,1
"(372, 3)",0,1,1,0
"(373, 3)",0,0,0,1
"(374, 3)",0,0,1,1
"(375, 3)",0,0,1,1
"(376, 3)",0,0,1,1
"(377, 3)",1,0,1,0
"(378, 3)",1,1,0,0
"(379, 3)",1,0,0,0
"(380, 3)",1,1,0,0
"(381, 3)",1,1,0,0
"(382, 3)",1,0,0,0
"(383, 3)",1,0,0,1
"(384, 3)",0,0,1,1
"(385, 3)",0,0,1,1
"(386, 3)",1,0,1,0
"(387, 3)",0,1,0,0
"(388, 3)",0,1,0,1
"(389, 3)",1,0,1,0
"(390, 3)",1,1,0,0
"(391, 3)",1,0,0,1
"(392, 3)",0,0,1,1
"(393, 3)",0,0,1,1
"(394, 3)",1,0,1,0
"(395, 3)",0,1,0,1
"(396, 3)",1,0,1,0
"(397, 3)",0,0,0,1
"(398, 3)",0,1,1,0
"(399, 3)",1,0,0,1
"(400, 3)",1,0,1,0
"(1, 4)",1,1,0,0
"(2, 4)",0,1,0,1
"(3, 4)",0,0,1,0
"(4, 4)",1,0,0,1
"(5, 4)",0,0,1,1
"(6, 4)",0,1,1,0
"(7, 4)",1,1,0,0
"(8, 4)",1,0,0,1
"(9, 4)",0,0,1,1
"(10, 4)",1,0,1,0
"(11, 4)",1,1,0,0
"(12, 4)",1,1,0,0
"(13, 4)",1,1,0,0
"(14, 4)",1,1,0,0
"(15, 4)",1,0,0,1
"(16, 4)",0,1,1,0
"(17, 4)",0,1,0,1
"(18, 4)",0,0,1,1
"(19, 4)",0,1,1,0
"(20, 4)",0,1,0,1
"(21, 4)",0,1,1,0
"(22, 4)",1,0,0,1
"(23, 4)",0,1,1,1
"(24, 4)",0,1,1,0
"(25, 4)",0,1,0,1
"(26, 4)",0,1,1,0
"(27, 4)",1,0,0,1
"(28, 4)",1,0,1,0
"(29, 4)",0,0,0,1
"(30, 4)",0,1,1,0
"(31, 4)",1,0,0,1
"(32, 4)",1,0,1,0
"(33, 4)",1,1,0,0
"(34, 4)",1,1,0,0
"(35, 4)",0,1,0,1
"(36, 4)",1,0,1,1
"(37, 4)",0,0,1,0
"(38, 4)",1,0,0,1
"(39, 4)",0,0,1,1
"(40, 4)",0,1,1,0
"(41, 4)",1,1,0,0
"(42, 4)",1,1,0,0
"(43, 4)",1,0,0,1
"(44, 4)",0,0,1,0
"(45, 4)",1,0,0,1
"(46, 4)",0,1,1,0
"(47, 4)",1,0,0,0
"(48, 4)",1,1,0,1
"(49, 4)",0,0,1,1
"(50, 4)",0,0,1,1
"(51, 4)",0,0,1,0
"(52, 4)",1,1,0,0
"(53, 4)",0,1,0,1
"(54, 4)",1,0,1,0
"(55, 4)",0,1,0,1
"(56, 4)",0,1,1,0
"(57, 4)",0,1,0,1
"(58, 4)",0,1,1,0
"(59, 4)",0,0,0,1
"(60, 4)",0,0,1,1
"(61, 4)",0,1,1,0
"(62, 4)",1,0,0,1
"(63, 4)",0,1,1,0
"(64, 4)",1,0,0,1
"(65, 4)",1,0,1,0
"(66, 4)",0,1,0,0
"(67, 4)",1,1,0,0
"(68, 4)",1,1,0,0
"(69, 4)",0,1,0,1
"(70, 4)",1,0,1,0
"(71, 4)",1,0,0,1
"(72, 4)",0,0,1,1
"(73, 4)",0,0,1,1
"(74, 4)",0,1,1,1
"(75, 4)",1,0,1,1
"(76, 4)",0,0,1,0
"(77, 4)",1,0,0,1
"(78, 4)",1,0,1,0
"(79, 4)",0,1,0,1
"(80, 4)",0,0,1,0
"(81, 4)",1,1,0,0
"(82, 4)",1,1,0,1
"(83, 4)",0,1,1,0
"(84, 4)",0,0,0,1
"(85, 4)",1,1,1,0
"(86, 4)",1,1,0,0
"(87, 4)",1,0,0,1
"(88, 4)",0,1,1,0
"(89, 4)",1,1,0,0
"(90, 4)",1,0,0,1
"(91, 4)",0,1,1,0
"(92, 4)",1,1,0,0
"(93, 4)",0,1,0,1
"(94, 4)",0,0,1,1
"(95, 4)",0,1,1,0
"(96, 4)",1,0,0,1
"(97, 4)",0,0,1,1
"(98, 4)",1,0,1,0
"(99, 4)",1,1,0,0
"(100, 4)",0,1,0,1
"(101, 4)",0,0,1,1
"(102, 4)",0,0,1,1
"(103, 4)",0,1,1,1
"(104, 4)",0,1,1,0
"(105, 4)",0,1,0,1
"(106, 4)",1,0,1,0
"(107, 4)",0,1,0,1
"(108, 4)",0,0,1,1
"(109, 4)",0,1,1,1
"(110, 4)",0,0,1,1
"(111, 4)",0,0,1,1
"(112, 4)",0,0,1,1
"(113, 4)",0,0,1,1
"(114, 4)",1,0,1,0
"(115, 4)",1,1,0,0
"(116, 4)",0,1,0,0
"(117, 4)",1,0,0,1
"(118, 4)",1,0,1,0
"(119, 4)",1,0,0,1
"(120, 4)",0,1,1,0
"(121, 4)",0,1,0,0
"(122, 4)",1,1,0,0
"(123, 4)",0,1,0,1
"(124, 4)",0,0,1,1
"(125, 4)",1,1,1,0
"(126, 4)",1,0,0,1
"(127, 4)",1,0,1,0
"(128, 4)",1,1,0,0
"(129, 4)",1,0,0,1
"(130, 4)",0,0,1,1
"(131, 4)",0,0,1,1
"(132, 4)",0,1,1,0
"(133, 4)",1,0,0,1
"(134, 4)",0,0,1,1
"(135, 4)",0,0,1,1
"(136, 4)",0,0,1,1
"(137, 4)",1,1,1,0
"(138, 4)",0,1,0,1
"(139, 4)",0,0,1,1
"(140, 4)",0,0,1,1
"(141, 4)",0,1,1,0
"(142, 4)",1,0,0,0
"(143, 4)",0,1,0,1
"(144, 4)",0,1,1,0
"(145, 4)",0,0,0,1
"(146, 4)",1,1,1,0
"(147, 4)",1,0,0,1
"(148, 4)",0,0,1,1
"(149, 4)",1,0,1,0
"(150, 4)",1,1,0,0
"(151, 4)",0,0,0,1
"(152, 4)",1,0,1,1
"(153, 4)",1,0,1,0
"(154, 4)",1,1,0,0
"(155, 4)",1,0,0,1
"(156, 4)",0,1,1,0
"(157, 4)",0,1,0,1
"(158, 4)",0,0,1,1
"(159, 4)",0,1,1,0
"(160, 4)",0,1,0,1
"(161, 4)",0,0,1,1
"(162, 4)",0,0,1,1
"(163, 4)",1,0,1,0
"(164, 4)",0,0,0,1
"(165, 4)",0,1,1,0
"(166, 4)",1,1,0,1
"(167, 4)",0,1,1,0
"(168, 4)",0,1,0,0
"(169, 4)",1,1,0,0
"(170, 4)",1,0,0,1
"(171, 4)",0,1,1,0
"(172, 4)",0,1,0,1
"(173, 4)",1,0,1,0
"(174, 4)",0,1,0,0
"(175, 4)",0,1,0,1
"(176, 4)",1,0,1,1
"(177, 4)",0,1,1,0
"(178, 4)",1,0,0,1
"(179, 4)",1,0,1,0
"(180, 4)",1,1,0,0
"(181, 4)",1,0,0,1
"(182, 4)",1,0,1,1
"(183, 4)",0,0,1,0
"(184, 4)",1,0,0,1
"(185, 4)",0,1,1,1
"(186, 4)",0,1,1,0
"(187, 4)",1,1,0,0
"(188, 4)",1,1,0,0
"(189, 4)",0,1,0,1
"(190, 4)",0,1,1,0
"(191, 4)",1,1,0,0
"(192, 4)",0,1,0,1
"(193, 4)",1,0,1,0
"(194, 4)",0,1,0,1
"(195, 4)",0,1,1,0
"(196, 4)",1,0,0,1
"(197, 4)",1,0,1,1
"(198, 4)",0,1,1,0
"(199, 4)",1,0,0,1
"(200, 4)",0,1,1,0
"(201, 4)",0,1,0,1
"(202, 4)",1,0,1,0
"(203, 4)",0,1,0,1
"(204, 4)",1,0,1,0
"(205, 4)",1,1,0,1
"(206, 4)",0,1,1,0
"(207, 4)",1,0,0,1
"(208, 4)",0,1,1,0
"(209, 4)",1,0,0,1
"(210, 4)",0,1,1,1
"(211, 4)",0,1,1,0
"(212, 4)",1,1,0,0
"(213, 4)",1,0,0,0
"(214, 4)",1,1,0,0
"(215, 4)",0,1,0,0
"(216, 4)",0,1,0,1
"(217, 4)",0,0,1,1
"(218, 4)",0,1,1,0
"(219, 4)",1,0,0,1
"(220, 4)",0,0,1,1
"(221, 4)",1,0,1,0
"(222, 4)",1,1,0,0
"(223, 4)",1,0,0,0
"(224, 4)",1,1,0,0
"(225, 4)",0,1,0,1
"(226, 4)",1,0,1,0
"(227, 4)",1,0,0,1
"(228, 4)",0,0,1,1
"(229, 4)",1,0,1,0
"(230, 4)",1,1,0,0
"(231, 4)",1,1,0,0
"(232, 4)",1,0,0,1
"(233, 4)",1,0,1,0
"(234, 4)",1,1,0,0
"(235, 4)",0,1,0,1
"(236, 4)",0,0,1,1
"(237, 4)",0,1,1,0
"(238, 4)",1,0,0,1
"(239, 4)",0,0,1,1
"(240, 4)",0,0,1,1
"(241, 4)",0,1,1,1
"(242, 4)",1,0,1,0
"(243, 4)",1,1,0,0
"(244, 4)",0,1,0,1
"(245, 4)",0,1,1,0
"(246, 4)",0,1,0,1
"(247, 4)",1,0,1,0
"(248, 4)",0,0,0,1
"(249, 4)",1,0,1,0
"(250, 4)",0,1,0,1
"(251, 4)",0,1,1,0
"(252, 4)",1,1,0,0
"(253, 4)",1,0,0,1
"(254, 4)",0,1,1,0
"(255, 4)",0,0,0,1
"(256, 4)",0,1,1,1
"(257, 4)",0,0,1,1
"(258, 4)",0,0,1,1
"(259, 4)",0,0,1,1
"(260, 4)",1,0,1,0
"(261, 4)",0,1,0,1
"(262, 4)",1,0,1,0
"(263, 4)",1,0,0,1
"(264, 4)",0,0,1,1
"(265, 4)",0,0,1,1
"(266, 4)",0,0,1,1
"(267, 4)",1,0,1,0
"(268, 4)",1,1,0,0
"(269, 4)",0,1,0,1
"(270, 4)",1,1,1,0
"(271, 4)",1,0,0,1
"(272, 4)",0,0,1,1
"(273, 4)",0,1,1,0
"(274, 4)",1,0,0,1
"(275, 4)",0,1,1,0
"(276, 4)",1,1,0,0
"(277, 4)",1,0,0,0
"(278, 4)",1,0,0,1
"(279, 4)",0,0,1,1
"(280, 4)",0,1,1,0
"(281, 4)",1,0,0,1
"(282, 4)",0,1,1,0
"(283, 4)",0,0,0,1
"(284, 4)",0,0,1,1
"(285, 4)",0,0,1,1
"(286, 4)",0,1,1,1
"(287, 4)",0,0,1,1
"(288, 4)",0,0,1,1
"(289, 4)",0,0,1,1
"(290, 4)",0,1,1,0
"(291, 4)",1,1,0,0
"(292, 4)",1,0,0,0
"(293, 4)",0,1,0,1
"(294, 4)",0,1,1,0
"(295, 4)",0,1,0,1
"(296, 4)",0,0,1,1
"(297, 4)",1,0,1,0
"(298, 4)",1,0,0,1
"(299, 4)",0,0,1,1
"(300, 4)",1,0,1,1
"(301, 4)",1,0,1,0
"(302, 4)",0,1,0,1
"(303, 4)",1,0,1,0
"(304, 4)",0,1,0,1
"(305, 4)",1,0,1,1
"(306, 4)",0,1,1,0
"(307, 4)",0,0,0,1
"(308, 4)",1,0,1,0
"(309, 4)",0,1,0,1
"(310, 4)",1,0,1,0
"(311, 4)",0,1,0,1
"(312, 4)",0,0,1,1
"(313, 4)",1,0,1,1
"(314, 4)",1,0,1,0
"(315, 4)",1,1,0,0
"(316, 4)",1,1,0,0
"(317, 4)",0,1,0,1
"(318, 4)",0,0,1,1
"(319, 4)",0,0,1,1
"(320, 4)",1,0,1,0
"(321, 4)",1,0,0,1
"(322, 4)",0,1,1,0
"(323, 4)",1,1,0,0
"(324, 4)",1,1,0,1
"(325, 4)",0,1,1,0
"(326, 4)",0,1,0,1
"(327, 4)",1,0,1,0
"(328, 4)",1,1,0,0
"(329, 4)",1,0,0,1
"(330, 4)",1,0,1,0
"(331, 4)",0,1,0,1
"(332, 4)",0,0,1,0
"(333, 4)",1,1,0,0
"(334, 4)",1,0,0,1
"(335, 4)",0,0,1,1
"(336, 4)",0,1,1,0
"(337, 4)",0,1,0,1
"(338, 4)",0,1,1,0
"(339, 4)",1,0,0,1
"(340, 4)",0,1,1,1
"(341, 4)",0,0,1,1
"(342, 4)",1,0,1,0
"(343, 4)",0,1,0,1
"(344, 4)",0,0,1,1
"(345, 4)",0,1,1,0
"(346, 4)",0,1,0,1
"(347, 4)",0,0,1,1
"(348, 4)",0,1,1,1
"(349, 4)",0,1,1,0
"(350, 4)",1,0,0,0
"(351, 4)",1,1,0,0
"(352, 4)",0,1,0,1
"(353, 4)",1,0,1,0
"(354, 4)",1,1,0,0
"(355, 4)",1,0,0,1
"(356, 4)",0,0,1,1
"(357, 4)",1,1,1,0
"(358, 4)",0,1,0,1
"(359, 4)",1,0,1,0
"(360, 4)",1,0,0,1
"(361, 4)",0,0,1,1
"(362, 4)",1,1,1,0
"(363, 4)",1,0,0,1
"(364, 4)",0,1,1,0
"(365, 4)",1,0,0,1
"(366, 4)",1,0,1,0
"(367, 4)",0,1,0,1
"(368, 4)",1,0,1,0
"(369, 4)",1,0,0,1
"(370, 4)",1,0,1,1
"(371, 4)",0,0,1,1
"(372, 4)",0,0,1,1
"(373, 4)",0,0,1,1
"(374, 4)",0,0,1,1
"(375, 4)",0,0,1,1
"(376, 4)",0,0,1,1
"(377, 4)",1,1,1,0
"(378, 4)",1,1,0,0
"(379, 4)",1,1,0,1
"(380, 4)",0,1,1,0
"(381, 4)",1,1,0,0
"(382, 4)",1,1,0,0
"(383, 4)",1,1,0,0
"(384, 4)",0,0,0,1
"(385, 4)",0,0,1,1
"(386, 4)",0,1,1,1
"(387, 4)",0,0,1,1
"(388, 4)",1,0,1,0
"(389, 4)",0,1,0,1
"(390, 4)",0,1,1,1
"(391, 4)",0,1,1,0
"(392, 4)",1,0,0,0
"(393, 4)",1,0,0,1
"(394, 4)",0,1,1,0
"(395, 4)",1,0,0,1
"(396, 4)",0,1,1,0
"(397, 4)",1,0,0,1
"(398, 4)",0,0,1,1
"(399, 4)",0,1,1,0
"(400, 4)",1,1,0,0
"(1, 5)",0,1,0,1
"(2, 5)",0,0,1,1
"(3, 5)",1,0,1,0
"(4, 5)",1,1,0,0
"(5, 5)",0,0,0,1
"(6, 5)",1,0,1,1
"(7, 5)",0,1,1,1
"(8, 5)",0,1,1,0
"(9, 5)",1,0,0,1
"(10, 5)",0,1,1,0
"(11, 5)",1,1,0,0
"(12, 5)",0,1,0,0
"(13, 5)",1,1,0,0
"(14, 5)",0,1,0,1
"(15, 5)",0,1,1,0
"(16, 5)",0,0,0,1
"(17, 5)",1,0,1,0
"(18, 5)",1,0,0,1
"(19, 5)",0,0,1,1
"(20, 5)",1,0,1,0
"(21, 5)",1,0,0,1
"(22, 5)",0,1,1,0
"(23, 5)",1,0,0,0
"(24, 5)",1,0,0,1
"(25, 5)",0,0,1,1
"(26, 5)",1,0,1,0
"(27, 5)",1,1,0,0
"(28, 5)",0,1,0,1
"(29, 5)",0,0,1,1
"(30, 5)",0,0,1,1
"(31, 5)",0,1,1,0
"(32, 5)",1,1,0,0
"(33, 5)",0,1,0,0
"(34, 5)",1,1,0,0
"(35, 5)",1,0,0,1
"(36, 5)",0,1,1,0
"(37, 5)",1,0,0,1
"(38, 5)",1,1,1,0
"(39, 5)",0,0,0,1
"(40, 5)",0,0,1,1
"(41, 5)",0,1,1,0
"(42, 5)",1,1,0,0
"(43, 5)",1,1,0,1
"(44, 5)",1,0,1,0
"(45, 5)",1,1,0,0
"(46, 5)",1,0,0,1
"(47, 5)",0,1,1,0
"(48, 5)",0,1,0,1
"(49, 5)",1,0,1,0
"(50, 5)",1,0,0,1
"(51, 5)",1,0,1,0
"(52, 5)",1,1,0,0
"(53, 5)",1,0,0,0
"(54, 5)",0,1,0,1
"(55, 5)",0,0,1,1
"(56, 5)",0,0,1,1
"(57, 5)",0,0,1,1
"(58, 5)",0,0,1,1
"(59, 5)",0,0,1,1
"(60, 5)",1,0,1,0
"(61, 5)",1,0,0,1
"(62, 5)",0,1,1,0
"(63, 5)",1,0,0,1
"(64, 5)",0,1,1,0
"(65, 5)",0,1,0,1
"(66, 5)",0,0,1,1
"(67, 5)",0,1,1,0
"(68, 5)",1,1,0,0
"(69, 5)",0,0,0,1
"(70, 5)",0,1,1,1
"(71, 5)",0,1,1,0
"(72, 5)",1,0,0,1
"(73, 5)",0,0,1,1
"(74, 5)",1,0,1,0
"(75, 5)",1,1,0,0
"(76, 5)",1,0,0,1
"(77, 5)",0,1,1,0
"(78, 5)",0,1,0,1
"(79, 5)",0,0,1,1
"(80, 5)",0,0,1,1
"(81, 5)",0,1,1,0
"(82, 5)",0,1,0,1
"(83, 5)",0,0,1,1
"(84, 5)",1,0,1,0
"(85, 5)",1,1,0,0
"(86, 5)",1,1,0,0
"(87, 5)",0,1,0,1
"(88, 5)",0,0,1,1
"(89, 5)",0,1,1,0
"(90, 5)",0,1,0,1
"(91, 5)",0,0,1,1
"(92, 5)",0,1,1,1
"(93, 5)",0,0,1,1
"(94, 5)",0,0,1,1
"(95, 5)",1,0,1,0
"(96, 5)",1,1,0,0
"(97, 5)",1,0,0,1
"(98, 5)",0,1,1,0
"(99, 5)",0,1,0,1
"(100, 5)",1,0,1,0
"(101, 5)",0,0,0,1
"(102, 5)",0,0,1,1
"(103, 5)",1,0,1,0
"(104, 5)",1,0,0,1
"(105, 5)",0,0,1,1
"(106, 5)",0,1,1,0
"(107, 5)",1,0,0,1
"(108, 5)",0,0,1,1
"(109, 5)",0,0,1,1
"(110, 5)",0,0,1,1
"(111, 5)",0,0,1,1
"(112, 5)",1,0,1,0
"(113, 5)",1,0,0,1
"(114, 5)",0,1,1,0
"(115, 5)",0,1,0,1
"(116, 5)",0,0,1,1
"(117, 5)",0,1,1,0
"(118, 5)",0,1,0,1
"(119, 5)",0,1,1,1
"(120, 5)",0,0,1,1
"(121, 5)",1,0,1,0
"(122, 5)",1,1,0,0
"(123, 5)",1,0,0,1
"(124, 5)",0,0,1,0
"(125, 5)",1,1,0,0
"(126, 5)",0,1,0,0
"(127, 5)",1,1,0,0
"(128, 5)",1,1,0,0
"(129, 5)",0,1,0,1
"(130, 5)",1,0,1,0
"(131, 5)",0,0,0,1
"(132, 5)",1,0,1,1
"(133, 5)",0,1,1,1
"(134, 5)",0,0,1,1
"(135, 5)",1,0,1,0
"(136, 5)",1,0,0,1
"(137, 5)",0,1,1,0
"(138, 5)",1,0,0,0
"(139, 5)",1,0,0,1
"(140, 5)",0,0,1,1
"(141, 5)",1,0,1,0
"(142, 5)",1,1,0,1
"(143, 5)",0,0,1,1
"(144, 5)",0,0,1,1
"(145, 5)",1,0,1,0
"(146, 5)",0,1,0,1
"(147, 5)",0,1,1,0
