  cell  ,E,W,N,S
"(74, 5)",1,0,1,0
"(75, 5)",0,1,0,1
"(76, 5)",0,0,1,1
"(77, 5)",0,0,1,1
"(78, 5)",0,0,1,1
"(79, 5)",1,0,1,0
"(80, 5)",1,0,0,1
"(81, 5)",0,0,1,1
"(82, 5)",1,0,1,1
"(83, 5)",0,1,1,0
"(84, 5)",1,1,0,0
"(85, 5)",1,0,0,1
"(86, 5)",0,1,1,1
"(87, 5)",0,0,1,1
"(88, 5)",1,0,1,0
"(89, 5)",0,0,0,1
"(90, 5)",0,1,1,0
"(91, 5)",1,1,0,0
"(92, 5)",1,0,0,1
"(93, 5)",0,0,1,0
"(94, 5)",0,1,0,1
"(95, 5)",0,1,1,0
"(96, 5)",1,0,0,0
"(97, 5)",0,1,0,1
"(98, 5)",0,1,1,0
"(99, 5)",1,1,0,1
"(100, 5)",0,0,1,1
"(101, 5)",0,1,1,0
"(102, 5)",1,0,0,1
"(103, 5)",1,1,1,0
"(104, 5)",0,0,0,1
"(105, 5)",0,0,1,1
"(106, 5)",0,1,1,1
"(107, 5)",0,0,1,1
"(108, 5)",0,1,1,0
"(109, 5)",0,1,0,0
"(110, 5)",1,1,0,0
"(111, 5)",1,1,0,0
"(112, 5)",0,1,0,1
"(113, 5)",0,0,1,1
"(114, 5)",0,0,1,1
"(115, 5)",1,0,1,1
"(116, 5)",1,1,1,0
"(117, 5)",1,1,0,0
"(118, 5)",0,1,0,0
"(119, 5)",1,1,0,1
"(120, 5)",0,1,1,1
"(121, 5)",0,0,1,1
"(122, 5)",0,0,1,1
"(123, 5)",0,1,1,0
"(124, 5)",0,1,0,1
"(125, 5)",0,0,1,1
"(126, 5)",1,0,1,0
"(127, 5)",1,1,0,1
"(128, 5)",0,0,1,1
"(129, 5)",0,0,1,0
"(130, 5)",1,1,0,0
"(131, 5)",0,1,0,1
"(132, 5)",0,0,1,1
"(133, 5)",1,0,1,0
"(134, 5)",1,1,0,0
"(135, 5)",0,1,0,1
"(136, 5)",0,1,1,0
"(137, 5)",0,1,0,1
"(138, 5)",1,0,1,1
"(139, 5)",0,0,1,0
"(140, 5)",0,1,0,1
"(141, 5)",1,0,1,0
"(142, 5)",0,1,0,0
"(143, 5)",1,0,0,1
"(144, 5)",0,0,1,1
"(145, 5)",1,0,1,0
"(146, 5)",0,1,0,1
"(147, 5)",0,0,1,1
"(148, 5)",1,0,1,0
"(149, 5)",1,1,0,0
"(150, 5)",0,1,0,1
"(151, 5)",0,0,1,1
"(152, 5)",0,0,1,1
"(153, 5)",1,0,1,0
"(154, 5)",1,1,0,0
"(155, 5)",0,1,0,0
"(156, 5)",1,1,0,0
"(157, 5)",1,0,0,1
"(158, 5)",0,1,1,0
"(159, 5)",1,0,0,1
"(160, 5)",0,1,1,0
"(161, 5)",0,0,0,1
"(162, 5)",1,0,1,0
"(163, 5)",0,1,0,1
"(164, 5)",0,1,1,0
"(165, 5)",1,1,0,1
"(166, 5)",1,0,1,0
"(167, 5)",1,1,0,0
"(168, 5)",1,1,0,0
"(169, 5)",0,1,0,1
"(170, 5)",0,0,1,1
"(171, 5)",1,0,1,0
"(172, 5)",1,1,0,0
"(173, 5)",0,1,0,0
"(174, 5)",0,1,0,1
"(175, 5)",0,1,1,0
"(176, 5)",1,1,0,0
"(177, 5)",0,1,0,1
"(178, 5)",0,0,1,1
"(179, 5)",1,0,1,0
"(180, 5)",1,0,0,1
"(181, 5)",1,0,1,0
"(182, 5)",1,0,0,1
"(183, 5)",0,1,1,0
"(184, 5)",1,0,0,1
"(185, 5)",0,0,1,1
"(186, 5)",0,1,1,0
"(187, 5)",1,0,0,1
"(188, 5)",0,0,1,1
"(189, 5)",1,1,1,0
"(190, 5)",1,0,0,1
"(191, 5)",0,0,1,1
"(192, 5)",0,1,1,0
"(193, 5)",1,1,0,0
"(194, 5)",1,0,0,1
"(195, 5)",0,0,1,1
"(196, 5)",1,0,1,0
"(197, 5)",1,0,0,0
"(198, 5)",1,1,0,0
"(199, 5)",1,1,0,0
"(200, 5)",0,1,0,0
"(1, 6)",1,1,0,0
"(2, 6)",0,0,0,1
"(3, 6)",1,1,1,0
"(4, 6)",0,1,0,1
"(5, 6)",0,0,1,0
"(6, 6)",1,1,0,1
"(7, 6)",0,0,1,1
"(8, 6)",1,0,1,0
"(9, 6)",1,0,0,1
"(10, 6)",1,0,1,0
"(11, 6)",1,1,0,0
"(12, 6)",1,1,0,0
"(13, 6)",0,1,0,1
"(14, 6)",0,0,1,1
"(15, 6)",0,0,1,1
"(16, 6)",0,1,1,0
"(17, 6)",1,1,0,0
"(18, 6)",0,1,0,1
"(19, 6)",0,0,1,1
"(20, 6)",0,0,1,1
"(21, 6)",1,0,1,0
"(22, 6)",1,0,0,0
"(23, 6)",1,0,0,1
"(24, 6)",1,0,1,0
"(25, 6)",0,1,0,1
"(26, 6)",1,0,1,0
"(27, 6)",1,1,0,1
"(28, 6)",1,0,1,0
"(29, 6)",1,0,0,1
"(30, 6)",0,0,1,1
"(31, 6)",0,1,1,0
"(32, 6)",1,1,0,0
"(33, 6)",0,0,0,1
"(34, 6)",0,0,1,1
"(35, 6)",1,1,1,0
"(36, 6)",1,1,0,0
"(37, 6)",1,1,0,0
"(38, 6)",0,0,0,1
"(39, 6)",1,0,1,0
"(40, 6)",1,0,0,1
"(41, 6)",1,0,1,1
"(42, 6)",1,0,1,0
"(43, 6)",1,1,0,0
"(44, 6)",1,0,0,1
"(45, 6)",0,1,1,0
"(46, 6)",1,1,0,0
"(47, 6)",1,1,0,0
"(48, 6)",1,0,0,1
"(49, 6)",0,0,1,1
"(50, 6)",0,1,1,0
"(51, 6)",0,1,0,1
"(52, 6)",0,1,1,0
"(53, 6)",1,1,0,1
"(54, 6)",0,0,1,1
"(55, 6)",0,0,1,1
"(56, 6)",0,0,1,1
"(57, 6)",1,0,1,1
"(58, 6)",1,0,1,0
"(59, 6)",1,0,0,1
"(60, 6)",0,0,1,1
"(61, 6)",0,0,1,1
"(62, 6)",1,1,1,0
"(63, 6)",1,1,0,0
"(64, 6)",0,1,0,1
"(65, 6)",0,1,1,0
"(66, 6)",1,1,0,0
"(67, 6)",1,0,0,0
"(68, 6)",0,1,0,1
"(69, 6)",0,1,1,0
"(70, 6)",1,0,0,1
"(71, 6)",1,0,1,0
"(72, 6)",1,1,0,0
"(73, 6)",0,1,0,0
"(74, 6)",0,1,0,1
"(75, 6)",0,0,1,1
"(76, 6)",0,0,1,1
"(77, 6)",0,0,1,1
"(78, 6)",0,0,1,1
"(79, 6)",0,1,1,1
"(80, 6)",0,1,1,0
"(81, 6)",1,0,0,0
"(82, 6)",1,1,0,0
"(83, 6)",1,0,0,1
"(84, 6)",0,1,1,0
"(85, 6)",1,1,0,0
"(86, 6)",1,0,0,1
"(87, 6)",0,0,1,0
"(88, 6)",1,1,0,0
"(89, 6)",1,0,0,1
"(90, 6)",0,0,1,1
"(91, 6)",0,1,1,0
"(92, 6)",1,1,0,0
"(93, 6)",1,0,0,1
"(94, 6)",0,0,1,1
"(95, 6)",1,0,1,1
"(96, 6)",1,1,1,0
"(97, 6)",1,0,0,1
"(98, 6)",1,0,1,0
"(99, 6)",0,1,0,0
"(100, 6)",1,0,0,1
"(101, 6)",0,0,1,1
"(102, 6)",1,1,1,0
"(103, 6)",0,1,0,0
"(104, 6)",1,0,0,1
"(105, 6)",0,0,1,1
"(106, 6)",0,0,1,1
"(107, 6)",0,0,1,1
"(108, 6)",0,0,1,1
"(109, 6)",0,0,1,1
"(110, 6)",0,1,1,1
"(111, 6)",0,1,1,0
"(112, 6)",1,0,0,1
"(113, 6)",0,0,1,1
"(114, 6)",0,0,1,1
"(115, 6)",0,1,1,0
"(116, 6)",1,1,0,0
"(117, 6)",0,1,0,1
"(118, 6)",1,0,1,0
"(119, 6)",0,1,0,0
"(120, 6)",1,0,0,1
"(121, 6)",0,0,1,1
"(122, 6)",0,0,1,1
"(123, 6)",0,0,1,1
"(124, 6)",0,0,1,1
"(125, 6)",0,0,1,1
"(126, 6)",0,1,1,0
"(127, 6)",1,1,0,1
"(128, 6)",0,0,1,1
"(129, 6)",0,0,1,1
"(130, 6)",0,1,1,0
"(131, 6)",1,0,0,0
"(132, 6)",1,0,0,1
"(133, 6)",0,1,1,0
"(134, 6)",1,1,0,0
"(135, 6)",1,0,0,1
"(136, 6)",1,0,1,1
"(137, 6)",1,0,1,0
"(138, 6)",0,1,0,1
"(139, 6)",1,0,1,0
"(140, 6)",1,0,0,1
"(141, 6)",0,1,1,0
"(142, 6)",1,0,0,1
"(143, 6)",0,1,1,0
"(144, 6)",1,0,0,0
"(145, 6)",0,1,0,1
"(146, 6)",0,0,1,1
"(147, 6)",1,0,1,0
"(148, 6)",1,1,0,0
"(149, 6)",0,1,0,1
"(150, 6)",1,0,1,0
"(151, 6)",1,0,0,1
"(152, 6)",1,0,1,0
"(153, 6)",0,1,0,1
"(154, 6)",0,1,1,0
"(155, 6)",1,0,0,1
"(156, 6)",1,1,1,0
"(157, 6)",1,1,0,0
"(158, 6)",1,0,0,1
"(159, 6)",0,1,1,1
"(160, 6)",0,0,1,1
"(161, 6)",1,0,1,0
"(162, 6)",1,1,0,1
"(163, 6)",1,0,1,0
"(164, 6)",1,0,0,1
"(165, 6)",0,1,1,0
"(166, 6)",0,1,0,1
"(167, 6)",0,1,1,0
"(168, 6)",0,1,0,1
"(169, 6)",1,0,1,0
"(170, 6)",1,0,0,1
"(171, 6)",0,1,1,0
"(172, 6)",1,1,0,1
"(173, 6)",0,0,1,1
"(174, 6)",0,0,1,1
"(175, 6)",0,0,1,1
"(176, 6)",1,1,1,0
"(177, 6)",1,0,0,1
"(178, 6)",1,0,1,0
"(179, 6)",0,1,0,1
"(180, 6)",0,1,1,0
"(181, 6)",1,1,0,0
"(182, 6)",1,1,0,0
"(183, 6)",1,0,0,1
"(184, 6)",0,1,1,0
"(185, 6)",0,0,0,1
"(186, 6)",0,0,1,1
"(187, 6)",0,1,1,1
"(188, 6)",1,0,1,0
"(189, 6)",1,1,0,0
"(190, 6)",1,1,0,0
"(191, 6)",0,0,0,1
"(192, 6)",0,0,1,1
"(193, 6)",0,1,1,1
"(194, 6)",0,1,1,0
"(195, 6)",1,0,0,1
"(196, 6)",0,1,1,0
"(197, 6)",1,1,0,0
"(198, 6)",1,1,0,0
"(199, 6)",1,1,0,1
"(200, 6)",1,0,1,0
"(1, 7)",0,1,0,1
"(2, 7)",1,0,1,0
"(3, 7)",1,1,0,0
"(4, 7)",1,0,0,1
"(5, 7)",1,0,1,0
"(6, 7)",0,1,0,1
"(7, 7)",1,0,1,0
"(8, 7)",0,1,0,1
"(9, 7)",0,1,1,0
"(10, 7)",1,1,0,0
"(11, 7)",0,1,0,1
"(12, 7)",0,1,1,0
"(13, 7)",1,0,0,1
"(14, 7)",1,0,1,0
"(15, 7)",0,0,0,1
"(16, 7)",1,0,1,0
"(17, 7)",0,1,0,1
"(18, 7)",0,0,1,1
"(19, 7)",0,0,1,1
"(20, 7)",1,0,1,0
"(21, 7)",0,1,0,1
"(22, 7)",0,1,1,0
"(23, 7)",1,1,0,0
"(24, 7)",0,1,0,1
"(25, 7)",0,0,1,1
"(26, 7)",0,1,1,0
"(27, 7)",1,1,0,0
"(28, 7)",0,1,0,1
"(29, 7)",0,1,1,0
"(30, 7)",1,0,0,1
"(31, 7)",1,0,1,0
"(32, 7)",0,1,0,1
"(33, 7)",0,0,1,1
"(34, 7)",1,0,1,0
"(35, 7)",0,1,0,1
"(36, 7)",1,1,1,0
"(37, 7)",0,1,0,1
"(38, 7)",1,0,1,0
"(39, 7)",0,1,0,1
"(40, 7)",0,1,1,0
"(41, 7)",1,1,0,0
"(42, 7)",1,1,0,0
"(43, 7)",0,1,0,1
"(44, 7)",0,1,1,0
"(45, 7)",0,0,0,1
"(46, 7)",0,1,1,1
"(47, 7)",0,1,1,0
"(48, 7)",1,1,0,0
"(49, 7)",0,0,0,1
"(50, 7)",0,0,1,1
"(51, 7)",1,0,1,1
"(52, 7)",1,0,1,0
"(53, 7)",0,1,0,0
"(54, 7)",1,0,0,1
"(55, 7)",0,0,1,1
"(56, 7)",0,0,1,1
"(57, 7)",0,1,1,0
"(58, 7)",0,1,0,1
"(59, 7)",0,1,1,0
"(60, 7)",1,0,0,1
"(61, 7)",1,0,1,0
"(62, 7)",0,1,0,0
"(63, 7)",0,1,0,1
"(64, 7)",1,0,1,0
"(65, 7)",1,0,0,0
"(66, 7)",0,1,0,1
"(67, 7)",1,1,1,0
"(68, 7)",1,0,0,1
"(69, 7)",1,0,1,1
"(70, 7)",0,1,1,0
"(71, 7)",1,1,0,0
"(72, 7)",0,1,0,1
"(73, 7)",0,0,1,1
"(74, 7)",1,0,1,0
"(75, 7)",1,0,0,1
"(76, 7)",0,0,1,1
"(77, 7)",0,0,1,1
"(78, 7)",0,0,1,1
"(79, 7)",1,0,1,1
"(80, 7)",1,0,1,0
"(81, 7)",0,1,0,1
"(82, 7)",1,1,1,0
"(83, 7)",1,1,0,0
"(84, 7)",0,0,0,1
"(85, 7)",1,1,1,0
"(86, 7)",1,1,0,0
"(87, 7)",1,0,0,1
"(88, 7)",1,1,1,0
"(89, 7)",1,1,0,0
"(90, 7)",1,0,0,1
"(91, 7)",1,0,1,0
"(92, 7)",1,1,0,1
"(93, 7)",0,1,1,0
"(94, 7)",1,0,0,1
"(95, 7)",0,1,1,0
"(96, 7)",1,1,0,0
"(97, 7)",1,1,0,0
"(98, 7)",0,1,0,1
"(99, 7)",1,0,1,0
"(100, 7)",1,1,0,1
"(101, 7)",1,0,1,0
"(102, 7)",0,1,0,0
"(103, 7)",1,0,0,1
"(104, 7)",0,1,1,0
"(105, 7)",1,0,0,1
"(106, 7)",0,0,1,1
"(107, 7)",0,0,1,1
"(108, 7)",1,0,1,0
"(109, 7)",1,0,0,1
"(110, 7)",0,0,1,0
"(111, 7)",1,0,0,1
"(112, 7)",0,1,1,0
"(113, 7)",0,0,0,1
"(114, 7)",1,0,1,1
"(115, 7)",0,0,1,0
"(116, 7)",0,1,0,1
"(117, 7)",1,0,1,0
"(118, 7)",0,1,0,1
"(119, 7)",0,0,1,1
"(120, 7)",0,1,1,0
"(121, 7)",1,0,0,1
"(122, 7)",0,0,1,1
"(123, 7)",0,0,1,1
"(124, 7)",0,0,1,1
"(125, 7)",1,0,1,0
"(126, 7)",1,0,0,1
"(127, 7)",0,1,1,0
"(128, 7)",0,0,0,1
"(129, 7)",0,0,1,1
"(130, 7)",1,0,1,1
"(131, 7)",0,1,1,0
"(132, 7)",1,1,0,0
"(133, 7)",1,0,0,1
"(134, 7)",0,1,1,0
"(135, 7)",0,1,0,0
"(136, 7)",1,1,0,0
"(137, 7)",1,1,0,1
"(138, 7)",0,0,1,0
"(139, 7)",1,1,0,0
"(140, 7)",1,1,0,0
"(141, 7)",1,0,0,1
"(142, 7)",0,1,1,1
"(143, 7)",0,0,1,1
"(144, 7)",1,1,1,0
"(145, 7)",1,0,0,1
"(146, 7)",0,0,1,1
"(147, 7)",0,1,1,0
"(148, 7)",0,1,0,0
"(149, 7)",1,0,0,1
"(150, 7)",0,1,1,0
"(151, 7)",1,1,0,0
"(152, 7)",0,1,0,1
"(153, 7)",0,0,1,1
"(154, 7)",1,0,1,1
"(155, 7)",0,1,1,0
"(156, 7)",0,1,0,0
"(157, 7)",1,1,0,0
"(158, 7)",0,1,0,1
"(159, 7)",0,0,1,1
"(160, 7)",1,0,1,0
"(161, 7)",1,1,0,0
"(162, 7)",1,1,0,0
"(163, 7)",0,1,0,1
"(164, 7)",0,1,1,0
"(165, 7)",1,0,0,1
"(166, 7)",1,0,1,1
"(167, 7)",1,0,1,0
"(168, 7)",1,0,0,1
"(169, 7)",0,1,1,0
"(170, 7)",1,1,0,0
"(171, 7)",0,0,0,1
"(172, 7)",0,1,1,0
"(173, 7)",1,0,0,1
"(174, 7)",1,0,1,0
"(175, 7)",0,0,0,1
"(176, 7)",0,1,1,1
"(177, 7)",0,1,1,0
"(178, 7)",0,1,0,1
"(179, 7)",1,0,1,0
"(180, 7)",1,0,0,1
"(181, 7)",0,1,1,0
"(182, 7)",1,1,0,0
"(183, 7)",1,1,0,0
"(184, 7)",1,0,0,1
"(185, 7)",0,0,1,1
"(186, 7)",1,0,1,0
"(187, 7)",1,0,0,1
"(188, 7)",0,1,1,0
"(189, 7)",1,1,0,0
"(190, 7)",0,1,0,1
"(191, 7)",0,0,1,1
"(192, 7)",0,0,1,1
"(193, 7)",0,0,1,1
"(194, 7)",1,0,1,0
"(195, 7)",1,1,0,0
"(196, 7)",1,0,0,0
"(197, 7)",1,1,0,1
"(198, 7)",0,1,1,0
"(199, 7)",0,1,0,0
"(200, 7)",1,1,0,0
"(1, 8)",1,0,0,0
"(2, 8)",1,1,0,0
"(3, 8)",0,1,0,0
"(4, 8)",1,1,0,0
"(5, 8)",1,1,0,0
"(6, 8)",1,0,0,0
"(7, 8)",1,1,0,0
"(8, 8)",1,0,0,1
"(9, 8)",0,0,1,1
"(10, 8)",0,1,1,0
"(11, 8)",1,0,0,1
"(12, 8)",0,0,1,1
"(13, 8)",1,1,1,0
"(14, 8)",0,1,0,1
"(15, 8)",1,0,1,0
"(16, 8)",1,1,0,1
"(17, 8)",0,0,1,1
"(18, 8)",1,0,1,0
"(19, 8)",1,0,0,1
"(20, 8)",0,1,1,0
"(21, 8)",1,0,0,1
"(22, 8)",0,0,1,1
"(23, 8)",0,1,1,0
"(24, 8)",1,0,0,1
"(25, 8)",1,0,1,0
"(26, 8)",0,0,0,1
"(27, 8)",1,1,1,0
"(28, 8)",0,0,0,1
"(29, 8)",0,0,1,1
"(30, 8)",0,1,1,0
"(31, 8)",1,1,0,1
"(32, 8)",1,0,1,1
"(33, 8)",0,0,1,0
"(34, 8)",0,1,0,1
"(35, 8)",1,0,1,0
"(36, 8)",0,1,0,1
"(37, 8)",1,0,1,0
"(38, 8)",1,1,0,0
"(39, 8)",1,0,0,1
"(40, 8)",0,0,1,1
"(41, 8)",0,1,1,0
"(42, 8)",0,1,0,1
"(43, 8)",0,0,1,1
"(44, 8)",0,0,1,1
"(45, 8)",0,0,1,1
"(46, 8)",0,0,1,1
"(47, 8)",0,0,1,1
"(48, 8)",0,1,1,0
"(49, 8)",1,0,0,1
"(50, 8)",0,0,1,1
"(51, 8)",0,1,1,0
"(52, 8)",0,1,0,1
"(53, 8)",1,0,1,0
"(54, 8)",1,1,0,1
"(55, 8)",1,0,1,0
"(56, 8)",1,0,0,1
"(57, 8)",1,0,1,0
"(58, 8)",1,0,0,1
"(59, 8)",0,0,1,1
"(60, 8)",0,1,1,0
"(61, 8)",0,1,0,1
"(62, 8)",1,0,1,0
"(63, 8)",1,0,0,1
"(64, 8)",0,1,1,0
"(65, 8)",1,1,0,1
"(66, 8)",0,0,1,0
"(67, 8)",1,1,0,0
"(68, 8)",0,1,0,0
"(69, 8)",0,1,0,1
"(70, 8)",1,0,1,0
"(71, 8)",0,1,0,1
"(72, 8)",0,0,1,1
"(73, 8)",0,0,1,0
"(74, 8)",0,1,0,1
"(75, 8)",0,1,1,1
"(76, 8)",0,0,1,0
"(77, 8)",1,0,0,1
"(78, 8)",1,0,1,0
"(79, 8)",0,1,0,0
"(80, 8)",0,1,0,1
"(81, 8)",1,0,1,0
"(82, 8)",1,1,0,0
"(83, 8)",0,1,0,1
"(84, 8)",1,0,1,0
"(85, 8)",0,1,0,1
"(86, 8)",0,1,1,0
"(87, 8)",1,1,0,0
"(88, 8)",1,1,0,0
"(89, 8)",1,1,0,0
"(90, 8)",0,1,0,0
"(91, 8)",1,1,0,1
"(92, 8)",0,1,1,0
"(93, 8)",1,0,0,1
"(94, 8)",0,1,1,0
"(95, 8)",1,0,0,0
"(96, 8)",0,1,0,1
"(97, 8)",0,1,1,0
"(98, 8)",1,0,0,1
"(99, 8)",0,1,1,0
"(100, 8)",1,1,0,0
"(101, 8)",0,1,0,1
"(102, 8)",1,0,1,0
"(103, 8)",1,1,0,0
"(104, 8)",0,0,0,1
"(105, 8)",1,1,1,0
"(106, 8)",1,0,0,0
"(107, 8)",1,0,0,1
"(108, 8)",0,1,1,0
"(109, 8)",1,1,0,0
"(110, 8)",1,0,0,1
"(111, 8)",0,1,1,0
"(112, 8)",1,0,0,1
"(113, 8)",0,0,1,1
"(114, 8)",0,1,1,0
"(115, 8)",1,0,0,1
"(116, 8)",0,0,1,1
"(117, 8)",0,1,1,0
"(118, 8)",1,0,0,1
"(119, 8)",1,0,1,0
"(120, 8)",1,0,0,0
"(121, 8)",1,1,0,0
"(122, 8)",0,0,0,1
"(123, 8)",1,0,1,1
"(124, 8)",1,0,1,0
"(125, 8)",0,1,0,1
"(126, 8)",0,1,1,0
"(127, 8)",1,0,0,1
"(128, 8)",1,0,1,1
"(129, 8)",0,0,1,1
"(130, 8)",0,1,1,0
"(131, 8)",1,0,0,1
"(132, 8)",0,1,1,0
"(133, 8)",0,1,0,1
"(134, 8)",0,0,1,1
"(135, 8)",0,0,1,1
"(136, 8)",0,1,1,0
"(137, 8)",0,1,0,0
"(138, 8)",1,0,0,1
"(139, 8)",1,1,1,0
"(140, 8)",0,1,0,1
"(141, 8)",0,1,1,0
"(142, 8)",1,0,0,1
"(143, 8)",1,0,1,0
"(144, 8)",0,1,0,0
"(145, 8)",1,1,0,0
"(146, 8)",1,0,0,1
"(147, 8)",0,0,1,1
"(148, 8)",0,0,1,1
"(149, 8)",1,1,1,0
"(150, 8)",1,0,0,1
"(151, 8)",0,1,1,0
"(152, 8)",0,0,0,1
"(153, 8)",1,0,1,0
"(154, 8)",1,1,0,0
"(155, 8)",1,0,0,1
"(156, 8)",1,0,1,0
"(157, 8)",0,1,0,1
"(158, 8)",0,0,1,1
"(159, 8)",1,0,1,0
"(160, 8)",0,1,0,0
"(161, 8)",1,1,0,0
"(162, 8)",0,1,0,1
"(163, 8)",1,0,1,0
"(164, 8)",1,0,0,1
"(165, 8)",0,1,1,0
"(166, 8)",1,1,0,0
"(167, 8)",1,1,0,0
"(168, 8)",0,1,0,1
"(169, 8)",1,0,1,0
"(170, 8)",1,1,0,1
"(171, 8)",0,0,1,1
"(172, 8)",0,0,1,1
"(173, 8)",0,1,1,0
"(174, 8)",0,1,0,1
"(175, 8)",0,0,1,1
"(176, 8)",1,0,1,0
"(177, 8)",0,0,0,1
"(178, 8)",0,0,1,1
"(179, 8)",0,1,1,0
"(180, 8)",1,1,0,1
"(181, 8)",1,0,1,0
"(182, 8)",0,1,0,1
"(183, 8)",0,1,1,0
"(184, 8)",1,1,0,0
"(185, 8)",1,0,0,0
"(186, 8)",1,1,0,0
"(187, 8)",1,1,0,1
"(188, 8)",1,0,1,0
"(189, 8)",0,1,0,1
"(190, 8)",1,0,1,0
"(191, 8)",0,0,0,1
"(192, 8)",0,0,1,1
"(193, 8)",1,0,1,0
"(194, 8)",0,1,0,1
"(195, 8)",0,1,1,0
"(196, 8)",1,1,0,1
"(197, 8)",0,1,1,0
"(198, 8)",1,0,0,1
"(199, 8)",1,0,1,0
"(200, 8)",1,1,0,0
"(1, 9)",1,1,0,1
"(2, 9)",0,1,1,0
"(3, 9)",1,0,0,1
"(4, 9)",0,1,1,0
"(5, 9)",1,1,0,0
"(6, 9)",1,1,0,1
"(7, 9)",0,1,1,0
"(8, 9)",0,1,0,1
"(9, 9)",1,0,1,0
"(10, 9)",0,0,0,1
"(11, 9)",0,1,1,0
"(12, 9)",1,0,0,1
"(13, 9)",0,1,1,0
"(14, 9)",1,0,0,0
"(15, 9)",1,1,0,0
"(16, 9)",1,1,0,0
"(17, 9)",1,0,0,0
"(18, 9)",1,1,0,0
"(19, 9)",0,1,0,1
"(20, 9)",1,0,1,0
"(21, 9)",1,1,0,1
"(22, 9)",0,0,1,1
"(23, 9)",0,0,1,1
"(24, 9)",0,1,1,0
"(25, 9)",0,1,0,1
"(26, 9)",1,0,1,0
"(27, 9)",1,1,0,0
"(28, 9)",1,0,0,1
"(29, 9)",1,0,1,0
"(30, 9)",1,0,0,1
"(31, 9)",0,1,1,0
"(32, 9)",0,1,0,0
"(33, 9)",1,0,0,1
"(34, 9)",0,0,1,1
"(35, 9)",0,1,1,0
"(36, 9)",0,0,0,1
"(37, 9)",0,1,1,0
"(38, 9)",1,1,0,0
"(39, 9)",1,1,0,1
"(40, 9)",0,0,1,1
"(41, 9)",0,0,1,1
"(42, 9)",1,0,1,0
"(43, 9)",1,0,0,1
"(44, 9)",0,0,1,0
"(45, 9)",1,0,0,1
"(46, 9)",0,0,1,1
"(47, 9)",0,0,1,1
"(48, 9)",0,0,1,1
"(49, 9)",0,1,1,1
"(50, 9)",1,0,1,0
"(51, 9)",1,0,0,0
"(52, 9)",1,0,0,1
"(53, 9)",0,1,1,0
"(54, 9)",0,1,0,0
"(55, 9)",1,1,0,0
"(56, 9)",1,1,0,0
"(57, 9)",0,1,0,1
"(58, 9)",0,1,1,0
"(59, 9)",1,0,0,0
"(60, 9)",1,0,0,1
"(61, 9)",1,0,1,0
"(62, 9)",1,1,0,0
"(63, 9)",0,1,0,1
"(64, 9)",1,0,1,0
"(65, 9)",0,1,0,1
"(66, 9)",1,0,1,0
"(67, 9)",0,1,0,1
"(68, 9)",0,0,1,1
"(69, 9)",1,0,1,0
"(70, 9)",0,1,0,1
"(71, 9)",1,0,1,1
"(72, 9)",0,0,1,1
"(73, 9)",0,0,1,1
"(74, 9)",1,0,1,1
"(75, 9)",1,0,1,0
"(76, 9)",1,0,0,1
"(77, 9)",0,1,1,0
"(78, 9)",1,1,0,1
"(79, 9)",0,0,1,1
"(80, 9)",0,0,1,1
"(81, 9)",0,1,1,0
"(82, 9)",1,1,0,0
"(83, 9)",1,0,0,0
"(84, 9)",0,1,0,1
"(85, 9)",0,0,1,1
"(86, 9)",1,0,1,0
"(87, 9)",1,1,0,0
"(88, 9)",1,1,0,0
"(89, 9)",0,1,0,1
"(90, 9)",1,0,1,0
"(91, 9)",1,1,0,0
"(92, 9)",1,0,0,0
"(93, 9)",1,1,0,0
"(94, 9)",1,0,0,0
"(95, 9)",1,1,0,1
"(96, 9)",0,0,1,1
"(97, 9)",0,0,1,1
"(98, 9)",1,1,1,0
"(99, 9)",0,0,0,1
"(100, 9)",0,1,1,0
"(101, 9)",1,0,0,1
"(102, 9)",1,1,1,0
"(103, 9)",1,1,0,0
"(104, 9)",1,0,0,1
"(105, 9)",0,1,1,0
"(106, 9)",1,1,0,1
"(107, 9)",0,1,1,0
"(108, 9)",0,0,0,1
"(109, 9)",1,1,1,0
"(110, 9)",0,1,0,1
"(111, 9)",1,0,1,0
"(112, 9)",1,1,0,0
"(113, 9)",1,0,0,1
"(114, 9)",1,0,1,0
"(115, 9)",0,1,0,1
"(116, 9)",1,0,1,0
"(117, 9)",1,0,0,1
"(118, 9)",0,1,1,0
"(119, 9)",0,1,0,1
"(120, 9)",0,1,1,0
"(121, 9)",0,1,0,1
"(122, 9)",0,0,1,1
"(123, 9)",0,1,1,0
"(124, 9)",1,1,0,0
"(125, 9)",0,0,0,1
"(126, 9)",1,0,1,1
"(127, 9)",1,1,1,0
"(128, 9)",0,1,0,0
"(129, 9)",1,0,0,1
"(130, 9)",1,0,1,0
"(131, 9)",0,1,0,1
"(132, 9)",0,0,1,1
"(133, 9)",1,0,1,1
"(134, 9)",0,0,1,1
"(135, 9)",0,0,1,1
"(136, 9)",0,0,1,1
"(137, 9)",0,0,1,1
"(138, 9)",0,1,1,0
"(139, 9)",1,1,0,0
"(140, 9)",1,0,0,1
"(141, 9)",0,0,1,1
"(142, 9)",0,1,1,0
"(143, 9)",0,1,0,1
"(144, 9)",1,0,1,0
"(145, 9)",1,1,0,0
"(146, 9)",1,1,0,0
"(147, 9)",0,0,0,1
